,URL,Lastmod,Title,Description
141,https://ntrs.nasa.gov/citations/20230000313,2023-08-03,Multirotor Test Bed Load and Stress Analysis,"The Multirotor Test Bed (MTB) is a new capability for testing a wide array of advanced vertical take-off and landing (VTOL) rotor configurations, with a primary focus on testing in the U.S. Army 7- by 10-Foot Subsonic Wind Tunnel at NASA Ames Research Center. The MTB was designed to allow adjustment of the vertical, lateral, and longitudinal placement of up to six rotors, as well as allow tilt adjustment of each rotor and pitch adjustment of the whole assembly. The six-axis load cells under each rotor give the MTB the capability of measuring the rotor performance in a wide array of configurations. The overall goal of the MTB project is to help gain a better understanding of the performance, control, interactional aerodynamics, and acoustics of multirotor and tilting-rotor systems.

The MTB project was initiated to build upon the knowledge and capabilities developed during the multirotor unmanned aerial systems (MUAS) tests in 2015 and 2017. By measuring individual rotor loads and allowing for adjustments to individual rotor position and attitude, the MTB provides a wealth of data on the aeroperformance of arbitrary multirotor configurations. The flexibility in positioning up to six rotors allows the multirotor design space to be parametrically explored and potentially optimized. The MTB is also at a larger scale than the small unmanned aerial systems (UAS) tested before, which allows for testing at rotor tip Reynolds numbers more relevant to full-scale piloted electric vertical take-off and landing (eVTOL) aircraft. 

This document contains the complete documentation of the design, loads, and stress analysis of the MTB."
142,https://ntrs.nasa.gov/citations/20230000481,2023-08-03,Backup Optical Navigation Attitude for Artemis-1 Backup Attitude Ground Tool,"The Backup Optical Navigation Attitude (BONA) software was developed as a response to the Artemis1 Power Distribution Unit (PDU) hardware problems found early in 2021. The hardware problem, a capacitor installed incorrectly, removes the intended redundant path for which the PDU can relay its power and data to attached devices. Specific to the BONA context, the concern is that a failure of the single remaining path in this PDU would lead to an inability to communicate with one of the two-star trackers (STs) on Orion. By flight rule, being reduced to a single star tracker means an immediate turn around end-of-mission.
The BONA software is not intended to extend the mission, but instead act as a single star tracker attitude confirmation tool. Insurance, if you will, for the Orion project that a ground tool is available to compare the single remaining ST results with optical navigation images retrieved during the mission. Engineers operating BONA in the Mission Control Center (MCC) Mission Evaluation Room (MER) will analyze the downlinked star field images and based on the stars identified and known time of image, derive vehicle attitude estimates, which can be compared with the ST results. Potentially, in extreme situations, and with expert recommendation, the derivations could lead to navigation state updates being commanded to Orion."
143,https://ntrs.nasa.gov/citations/20230000488,2023-08-03,Proton Testing of AMD v1202b System on Chip,"Single-Event Effects (SEE) testing was previously conducted on the AMD v1200 System on Chip (SoC) at Massachusetts General Hospital’s (MGH) Francis H. Burr Proton Therapy Center on May 28, 2022, using 200-MeV protons."
144,https://ntrs.nasa.gov/citations/20230000494,2023-08-03,Characterizing Space Weathering Features in Grains From Asteroid Ryugu,"Airless bodies such as asteroids are characterized by a lack of a protective atmosphere to
guard against the effects of micrometeorite bombardment and solar wind irradiation. These processes, cumulatively known as space weathering, alter the microstructural and chemical properties of grains on asteroidal surfaces, signatures of which are recognized as vesiculated textures, amorphous grain rims, and fe-bearing nanoparticles. The accumulation of these features also causes changes in the optical properties of the surface regolith, complicating the interpretation of remote sensing data and the characterization of returned samples."
145,https://ntrs.nasa.gov/citations/20230000995,2023-08-03,NASA Strategy for Technology Development,"At the National Aeronautics and Space Administration (NASA), foresight is a coordinated,
iterative, and continual process for making informed decisions. NASA faces diverse and
relatively unique challenges and opportunities as the leading U.S. agency for aeronautics
development, cutting-edge scientific discovery, and human space exploration. To address these
challenges and leverage opportunities, NASA uses foresight to strategically plan technology
development across four mission directorates: Aeronautics Research Mission Directorate, Space
Technology Mission Directorate, Science Mission Directorate, and Human Exploration and
Operations Mission Directorate (recently separated into the new Exploration Systems
Development Mission Directorate and Space Operations Mission Directorate). The mission
directorates leverage a broad community of experts and partners to incorporate technology
foresight into mission and program planning. Through this process NASA realizes tangible
benefits to the agency’s science, technology, and exploration programs.

As an independent office, NASA’s Office of Technology, Policy, and Strategy (OTPS) provides
strategic advice, supported by independent assessments and rigorous analysis, to inform NASA
senior leadership on key areas to align mission and agency-level activities. OTPS serves as a
trusted authority to inform technology strategy at the agency to enable future missions.
Specifically, OTPS coordinates and uses inputs from a broad community of experts, both internal
and external to NASA, to inform decision making for technology plans, investments, and
partnerships. OTPS develops and maintains the NASA Technology Taxonomy to standardize
communication across the agency’s diverse technology portfolio and the related Strategic
Technology Investment Plan that integrates priorities and informs technology investment.
Through these efforts, OTPS has refined elements of foresight-informed strategic planning that
may be applicable to other technology-driven industries where foresight is essential for
resilience.

This chapter describes the processes of foresight for technology development at NASA and
provides insight into the value the agency derives from these processes. The chapter further
describes the role of OTPS as an independent advisory office that supports NASA’s efforts to
capitalize on foresight and strategic technology planning. We present these examples with
consideration for how organizations in defense, security, and other technology-driven industries
can operationalize foresight in their own strategic technology development."
146,https://ntrs.nasa.gov/citations/20230001248,2023-08-03,Novel Analytics and Parameter-Space Estimations for Human Spaceflight Medical Risk with MEDPRAT V2.0: Leveraging Computational Efficiency,
147,https://ntrs.nasa.gov/citations/20230001306,2023-08-03,NASA Standing Review Board Handbook,"This handbook provides guidance based on best practices for the planning, preparation, review, reporting, and closeout of Standing Review Board (SRB) activities.

 Revision C updates the Revision B version of the SRB Handbook published in 2016 to incorporate updates to NASA Procedural Requirements (NPR) 7120.5F, NASA Space Flight Program and Project Management Requirements. These updates include:
 - Changing the Dissenting Opinion process to the Formal Dissent process, which retains the current process augmented with an expedited escalation path.
 - Updates to requirements for establishing an Agency Baseline Commitment (ABC) and for performing Joint Cost and Schedule Confidence Level (JCL) analyses for tightly coupled programs.
 - Additional requirements for performing a JCL analysis for single-project programs and projects over $1B Life-Cycle Cost (LCC).
 - Use of initial capability cost estimates instead of LCC estimates in specific, identified instances for single-project programs and projects that plan continuing operations and production, including integration of capability upgrades, with an unspecified Phase E end point. These single-project programs and projects define an initial capability during Phase A and develop an initial capability cost that establishes the ABC at Key Decision Point (KDP) C. Initial capability is the first operational mission flight (or as defined in the KDP B Review Plan) and is documented in the KDP B Decision Memorandum. Initial capability cost includes operations cost for the initial capability. The Phase E cost estimate for continuing operations and production is established separately as part of the Operational Readiness Review (ORR) and KDP E for the 5 years after initial capability and subsequently updated and documented annually for the next 5-year period. Upgrades during Phase E that meet the Agency criteria for a major project for external reporting are treated as projects for the purposes of establishing their own development ABC outside the Phase E cost estimate. The Phase E cost estimate is updated to include production and operations costs associated with these upgrades. Development, production, and operations costs of other (i.e., non-major) upgrades are included in the Phase E cost estimate. (See NPR 7120.5, Sections 2.4.1.5 and 2.4.1.6 and the NASA Space Flight Program and Project Management Handbook (PM Handbook), Section 5.5.4 for additional information.) The scope of the SRB’s assessment with respect to initial capability, Phase E cost estimate, and major upgrades for these single-project programs and projects is defined in the Terms of Reference (ToR)."
148,https://ntrs.nasa.gov/citations/20230001560,2023-08-03,Experimental Tests to Characterize the Behavior and Properties of IM7-8552 Composite,"This document summarizes the test procedures for characterizing the quasi-static (QS), room
temperature (RT) behavior of IM7/8552 unidirectional composite material. All testing reported in this
document follow applicable ASTM1 test standards as closely as possible, with any deviations reported.
The overall objective is to develop a framework for the creation of MAT213 material input for use in the
LS-DYNA program (LSTC, 2016). Details of the MAT213 material model and its implementation are
available publicly (Goldberg et al., 2015; Harrington et al., 2016; Hoffarth et al., 2016). However, the
measured properties can be utilized by most composite impact models."
149,https://ntrs.nasa.gov/citations/20230001604,2023-08-03,Parker Solar Probe: Four Years of Discoveries at Solar Cycle Minimum,"Launched on 12 Aug. 2018, NASA’s Parker Solar Probe had completed 13 of its scheduled 24 orbits around the Sun by Nov. 2022. The mission’s primary science goal is to determine the structure and dynamics of the Sun’s coronal magnetic field, understand how the solar corona and wind are heated and accelerated, and determine what processes accelerate energetic particles. Parker Solar Probe returned a treasure trove of science data that far exceeded quality, significance, and quantity expectations, leading to a significant number of discoveries reported in nearly 700 peer-reviewed publications. The first four years of the 7-year primary mission duration have been mostly during solar minimum conditions with few major solar events. Starting with orbit 8 (i.e., 28 Apr. 2021), Parker flew through the magnetically dominated corona, i.e., sub-Alfvénic solar wind, which is one of the mission’s primary objectives. In this paper, we present an overview of the scientific advances made mainly during the first four years of the Parker Solar Probe mission, which go well beyond the three science objectives that are: (1) Trace the flow of energy that heats and accelerates the solar corona and solar wind; (2) Determine the structure and dynamics of the plasma and magnetic fields at the sources of the solar wind; and (3) Explore mechanisms that accelerate and transport energetic particles."
150,https://ntrs.nasa.gov/citations/20230001615,2023-08-03,Spatial Link Coverage Projections for the Glenn Research Center Communication Analysis Suite (GCAS),"Space communications are a fundamental part of every NASA mission, and reliable space communications are essential. Precise planning, simulation, and analysis of communications abilities are needed to know exactly what data rates, visibility times, and signal strength can be expected during the real missions. The goal of this work was to take a 3D icosphere, where each face was a point to be evaluated, and display the link performance onto a 2D projection of celestial bodies for links to a node location that could be spatially located at any of the icosahedral faces. 2D projections were produced for a wide range of spatial link grid sizes and compressed into low-size MAT files for ease of access and rapid implementation. The final icosahedral projections can be displayed onto various celestial body maps, using ultra-high-resolution maps for stitching. The results have proven satisfactory and are planned to support various simulation efforts."
151,https://ntrs.nasa.gov/citations/20230001701,2023-08-03,Using Mylar-Insulated Cryopumping Panels to Improve Vacuum Level During Warm Temperature Testing at JSCs Large Thermal Vacuum Facilities,"The Johnson Space Center’s Space Environment Simulation Lab (SESL) has both Chamber A, the world’s largest purpose-built thermal vacuum chamber capable of creating deep space conditions, and Chamber B, the largest human rated thermal vacuum chamber. A unique design feature of these chambers is the gaseous helium cryopumping panels within the liquid nitrogen shroud. This shroud is used to bring the chamber to cryogenic temperatures while the cryopumping panels trap gasses using their large surface area in order to create a high vacuum environment of 5*10^-6 Torr.
	In preparation for the James Webb Space Telescope (JWST) flight test, a series of functionals required the chamber to run at higher temperatures, and therefore did not need active cooling from the liquid nitrogen shroud. During testing, cryopumping panels were used to mitigate contamination during this main shroud warm-up. One of the cryopumping panels in Chamber A was covered with several layers of aluminized mylar in order to thermally protect the zone from the warmed shroud. This strategy was effective and became part of operations during JWST testing.
	Currently, Chamber B has requests for both commercial and NASA space suit tests at both high and low temperatures to accurately generate thermal models. High temperature tests would greatly benefit from simultaneous shroud warming and the high vacuum environment provided by the cryopumping panels. This paper will quantitatively define the thermal loads on the panels used in previous Chamber A warm up sequences. Additionally, this report will perform a thermal analysis to judge the feasibility of adding layers of aluminized mylar to the cryopumping panels of Chamber B."
152,https://ntrs.nasa.gov/citations/20230001785,2023-08-03,Radiation Shielding Plasma Sprayed Coatings Heads to International Space Station for MISSE-17 Experiments,"NASA's  Artemis  program  aims  to return to the  moon  in  search  of scientific discoveries and establish a habitat using in-situ resource utilization. However, the past lunar explorations presented challenges, such as thermal cycles, solar and intergalactic cosmic radiation, and severe abrasive interaction of sharp lunar regolith particles[1]–[4].Dust mitigation and radiation shielding have become  the  most  important concerns  for  lunar  structural  components and  rovers which  can  fail abruptly without a protective solution. To counter these threats, Plasma Forming Laboratory(PFL) at  Florida  International University  (FIU), in  collaboration  with  NASA, has  developed a  novel multi-functional coating to protect the components synergistically against abrasion, erosion ,and radiation. The titanium-boron  nitride  composite  coatings  were  prepared  using the atmospheric plasma spray technique from engineered composite powders [5], [6].The coatings were subjected to  extensive characterization and tribological study with  lunar  mare  simulant  JSC-1A,  which shows  tremendous improvement in the wear performance. The  coatings  subjected  to  neutron radiation  shielding  experiments  at  NASA  Langley Research Center  exhibited  significantly improved neutron  attenuation  capacity  compared  to  the  substrate. The  coating is selected  to undergo radiation exposure on the International Space Station as a part of MISSE-17 (Materials International Space Station Experiment)."
153,https://ntrs.nasa.gov/citations/20230001949,2023-08-03,Protoplanetary Disk Science with the Orbiting Astronomical Satellite Investigating Stellar Systems (OASIS) Observatory,"The Orbiting Astronomical Satellite for Investigating Stellar Systems (OASIS) is a NASA Astrophysics MIDEX-class mission concept, with the stated goal of Following water from galaxies, through protostellar systems, to Earth’s oceans. This paper details the protoplanetary disk science achievable with OASIS. OASIS’s suite of heterodyne receivers allow for simultaneous, high spectral resolution observations of water emission lines The Orbiting Astronomical Satellite for Investigating Stellar Systems (OASIS) is a NASA Astrophysics MIDEX-class mission concept, with the stated goal of Following water from galaxies, through protostellar systems, to Earth’s oceans. This paper details the protoplanetary disk science achievable with OASIS. OASIS’s suite of heterodyne receivers allow for simultaneous, high spectral resolution observations of water emission lines HD in 100+ disks, allowing for the most accurate determination of total protoplanetary disk gas mass to date. When combined with the contemporaneous water observations, the HD detection will also allow us to trace the evolution of water vapor across evolutionary stages. These observations will enable OASIS to characterize the time development of the water distribution and the role water plays in the process of planetary system formation."
154,https://ntrs.nasa.gov/citations/20230002308,2023-08-03,Phytoplankton Diversity and Chemotaxonomy in Contrasting North Pacific Ecosystems,"Background. Phytoplankton is the base of majority of ocean ecosystems. It is responsible for half of the global primary production, and different  phytoplankton taxa have a unique role in global biogeochemical cycles. In addition, phytoplankton abundance and diversity are highly susceptible to climate induced changes, hence monitoring of phytoplankton and its diversity is important and necessary. 

Methods. Water samples for phytoplankton and photosynthetic pigment analyses were collected in boreal winter 2017, along transect in the North Pacific Subtropical Gyre (NPSG) and the California Current System (CCS). Phytoplankton community was analyzed using light and scanning electron microscopy and photosynthetic pigments by high-performance liquid chromatography. To describe distinct ecosystems, monthly average satellite data of MODIS Aqua Sea Surface temperature and Chlorophyll a concentration, as well as Apparent Visible Wavelength were used. 

Results. A total of 207 taxa have been determined, mostly comprised of coccolithophores (35.5%), diatoms (25.2%) and dinoflagellates (19.5%) while cryptophytes, phytoflagellates and silicoflagellates were included in the group ``others"" (19.8%). Phytoplankton spatial distribution was distinct, indicating variable planktonic dispersal rates and specific adaptation to ecosystems. Dinoflagellates, and nano-scale coccolithophores dominated NPSG, while micro-scale diatoms, and cryptophytes prevailed in CCS. A clear split between CCS and NPSG is evident in dendogram visualising LINKTREE constrained binary divisive clustering analysis done on phytoplankton counts and pigment  oncentrations. Of all pigments determined, alloxanthin, zeaxanthin, divinyl
chlorophyll b and lutein have highest correlation to phytoplankton counts.

Conclusion. Combining chemotaxonomy and microscopy is an optimal method to determine phytoplankton diversity on a large-scale transect. Distinct communities between the two contrasting ecosystems of North Pacific reveal phytoplankton groups specific adaptations to trophic state, and support the hypothesis of shift from microto nano-scale taxa due to sea surface temperatures rising, favoring stratification and oligotrophic conditions."
155,https://ntrs.nasa.gov/citations/20230002321,2023-08-03,Future Atmospheric Rivers and Impacts on Precipitation: Overview of the ARTMIP Tier2 High-Resolution Global Warming Experiment,"Atmospheric rivers (ARs) are long, narrow synoptic scale weather features important for Earth’s
hydrological cycle typically transporting water vapor poleward, delivering precipitation important for local climates. Understanding ARs in a warming climate is problematic because the AR response to climate change is tied to how the feature is defined. The Atmospheric River Tracking Method Intercomparison Project (ARTMIP) provides insights into this problem by comparing 16 atmospheric river detection tools (ARDTs) to a common dataset consisting of high resolution climate change simulations from a global atmospheric general circulation model. ARDTs mostly show increases in frequency and intensity, but the scale of the response is largely dependent on algorithmic criteria. Across ARDTs, bulk characteristics suggest intensity and spatial footprint are inversely correlated, and most focus regions experience increases in precipitation volume coming from extreme ARs. The spread of the AR precipitation response under climate change is large and dependent on ARDT selection."
156,https://ntrs.nasa.gov/citations/20230002324,2023-08-03,Developing a Hybrid Spacesuit Simulator as a Research Tool for Assessing Extravehicular Activity Relevant Workload,"Conducting human tests in a pressurized spacesuit is limited by availability, cost, and manpower; however, pressurized spacesuits are not always needed depending on the objectives of testing, including the development and testing of new informatics capabilities. The Human Physiology, Performance, Protection & Operations Laboratory (H-3PO) at NASA is developing a Hybrid Spacesuit Simulator (HS3) to support testing and characterization of human performance during analog planetary exploration extravehicular activities (EVAs). The goal of HS3 is to create a low-cost, modular, and unpressurized spacesuit simulator as a research tool that provides relevant physical and cognitive workload approximations with EVA-like immersion. HS3 consists of a soft outer suit, thermal control, gloves, boots, helmet, and integrated bioinformatics and communications.

Baseline HS3 assessments were performed during 3-hour EVA simulations in two different subjects (DEMO1 and DEMO2) that included traverses at variable resistances and geological sampling activities. Liquid cooling garment (LCG) temperature, mean skin temperature, heart rate, motion capture, and metabolic rate were collected during each 3-hour simulated EVA. During DEMO1 and DEMO2, baseline metabolic rates at rest were 836 ± 327 BTU/hr and 869 ± 207 BTU/hr and increased to 2124 ± 548 BTU/hr and 2269 ± 559 BTU/hr, respectively, during 500m traverse. Average inlet LCG temperatures were 29.57 ± 6.62 °C and 25.63 ± 6.48 °C for DEMO1 and DEMO2 with increased outlet LCG temperatures of 33.53 ± 6.62 °C and 29.21 ± 4.79 °C, respectively. Overall, HS3 will enable future studies to characterize EVA tasks, human performance, and test future EVA capabilities in analog test environments without the need for pressurized suited environments."
157,https://ntrs.nasa.gov/citations/20230002431,2023-08-03,Rapid Lightweight Firmware Architecture of the Mobile Metamaterial Internal Co-Integrator Robot,
158,https://ntrs.nasa.gov/citations/20230002491,2023-08-03,Georgia Disasters: Evaluating the Impacts of Hurricane Irma on Georgia Heirs' Property Owners Using NASA Earth Observations,
159,https://ntrs.nasa.gov/citations/20230002518,2023-08-03,Video That's Out of This World: A Snapshot of Video Distribution from Across the Solar System,"While extraterrestrial scientific research advances to the Moon and Mars, so does the need for secure high-quality video links to capture data and share the experience. This paper describes the space to ground architecture needed to satisfy the cultural mantra challenging “Pictures or it didn’t happen!” as NASA travels beyond Low Earth Orbit. 

The Marshall Space Flight Center’s Delay Tolerant Network Marshall Enterprise (DTNME) protocol is the framework for video distribution beyond the terrestrial Internet, appropriate for communications across the solar system. Utilizing the International Space Station (ISS) as a test facility, NASA engineers and contractors will demonstrate new technologies and capabilities to transmit high-quality video imagery for NASA’s return to the Moon, Mars exploration, and next generation of explorers."
160,https://ntrs.nasa.gov/citations/20230005302,2023-08-03,SAGE III Contamination Monitoring Packages: Observations during Operations,This document describes the observation by SAGE III of the discharge from the Progress and Soyuz venting as well as other operational observations of contamination.
161,https://ntrs.nasa.gov/citations/20230005451,2023-08-03,Particle Seeding System Upgrades in the NASA GRC 1' × 1' Supersonic Wind Tunnel,An effort to improve the particle-based velocity measurement capability in the NASA Glenn Research Center 1'x1' Supersonic Wind Tunnel has recently been undertaken. Modifications to the pressure vessel where the seed particles are generated and inserted into the wind tunnel's pressurized air supply were implemented to reduce residence time and thus agglomeration of particles in the seeding tank. The operation of the improved seeding system was evaluated and optimized using particle image velocimetry (PIV) measurements across an isolated oblique shock wave in the facility test section. The PIV system using optimal seeding settings was also applied to make detailed measurements of the test section sidewall boundary layer height to inform model designs for future testing in this facility.
162,https://ntrs.nasa.gov/citations/20230003630,2023-08-03,H2O Electrolysis with Impure Water Source - Final Report,"This Phase III final report summarizes the Phase I research and development work performed during the IRAD FY 2018-Cycle 1, Stage C-Phase I project March 15, 2018 through August 17, 2018 and during the Phase II continuation request which funded the research and development November 26, 2018 through September 30, 2019. A Phase III proposal was accepted to continue the technology development, but due to the unavailability of the Principal Investigators to complete the proposed PhasE III work, the Phase III project was re-scoped to complete a final report on the research and development work that was previously completed as a wrap-up of this IRAD project"
163,https://ntrs.nasa.gov/citations/20230003796,2023-08-03,A Review of the Safety of Selective Serotonin Reuptake Inhibitors for Long Duration Spaceflight,"Introduction:  As humankind ventures further into the depths of space, planning is already underway for long-duration exploration missions that will test the bounds of human performance.   Deep space travel will include added risk related to stressors from the isolated, confined, and extreme (ICE) environment that lies outside the boundaries of low-earth orbit.  Currently, selective serotonin reuptake inhibitors (SSRIs) are considered the gold standard treatment for many mental health diagnoses including anxiety and depression; however, SSRIs are also associated with several undesired side effects.  The utility of non-pharmacologic therapies for the management of behavioral health conditions has not yet been fully explored.
Methods:  A comprehensive literature search was performed using PubMed and relevant articles pertaining to the psychological impacts of ICE environments, use of SSRIs in spaceflight, side effects associated with SSRIs, and non-pharmacologic treatments for anxiety and depression were reviewed.  Over 100 studies were reviewed in total.
Results:  Reduced bone mineral density, impaired hemostatic function, significant individual variability resulting from gene polymorphisms, and drug-drug interactions are well described adverse effects of SSRIs that may complicate their operational use in the deep space environment.  Many non-pharmacologic therapies have been utilized with success for the management of behavioral health conditions in the terrestrial environment that may show promise for long duration missions. 
Discussion:  Although SSRIs have long been considered standard of care treatment for many behavioral health conditions, we cannot trivialize the risk that prolonged pharmacologic therapy may pose.  The need to mitigate these risks by exploring alternative non-pharmacologic therapies has never been more relevant."
164,https://ntrs.nasa.gov/citations/20230003834,2023-08-03,Speech-Enhanced and Context Dependent Alerts:  Future Implications for Spacecraft Design,"In the future, NASA missions will involve many different space vehicles, habitats, and surface assets working together to provide safe, productive environments for crew. Because these systems will be provided by multiple commercial companies working with NASA, it will be very different from missions of the past, bringing new challenges. One of the challenges is related to whether NASA should move beyond simple tone annunciation alerting systems, to more advanced systems that include speech. The other is related to determining the level of consistency required of safety-critical alert systems across spacecraft. Two studies were completed to address these important issues. The first study investigated the advantages and disadvantages of a tone+speech alert relative to the traditional tone-only alert. Results indicate that speech-enhanced alerts initially take longer to silence (the default action to which NASA personnel are trained), due to the need to listen to the entire message, but ultimately provided for faster understanding of the alert situation. Speech-enhanced alerts were also preferred by a large majority of crew-like study participants. An unexpected finding was that participants took longer to respond to tone-only alerts that were heard in the same session as speech-enhanced alerts. Participants waited to hear a speech message even for alerts they were trained to know did not contain speech components. This performance error is believed to be due to negative transfer of training. A second study focused on task and alert performance using a common set of tones across two contexts (e.g., vehicles, habitats, suits) versus performance with a different set of tones for each context. Participants were able to manage two different alert sets successfully; results indicate that discriminability of the two alert sets played a major role in their success. Implications for the design of spacecraft alerts are discussed, and future areas of research are identified."
165,https://ntrs.nasa.gov/citations/20230003935,2023-08-03,High-Temperature Solid Particle Erosion Behavior of an Environmental Barrier Coating,"The solid particle erosion (SPE) behavior of a state-of-the-art environmental barrier coating (EBC) was assessed at 2,192 °F (1,200 °C) using alumina (Al2O3) particulate. The effect of particle velocity, particle size, and impingement angle were investigated. Results show that the erosion damage in the EBC is primarily controlled by particle kinetic energy. In addition, the effect of impingement angle demonstrates the contribution of the tangential component of velocity."
166,https://ntrs.nasa.gov/citations/20230004019,2023-08-03,Effect of the Electrostatic Field due to the Surface Monolayer Metal Atoms on the Dissociation of Homonuclear Diatomic Gases in Gas-Metal Surface Reactions,"The present paper examines the role of an electrostatic field generated by the outermost monolayer of metal ions prior to gas adsorption in aiding the dissociation of homonuclear diatomic gas molecules. The interaction of five homonuclear diatomic gases, Cl<sub>2</sub>, F<sub>2</sub>, H<sub>2</sub>, N<sub>2</sub> and O<sub>2</sub>, with several pure metals are examined using Coulomb’s law to calculate the attractive and repulsive forces between the electrons or ions in the gas molecule and the free surface metallic electrons or ions assuming a Bohr model. These calculations demonstrate that the total energy of the electrostatic fields from the metals can exceed the molecular binding energies of Cl<sub>2</sub>, F<sub>2</sub>, and O<sub>2</sub> at some distance from the metallic surface thereby suggesting that these gases interact primarily with the metallic surface in their atomic states after molecular bond dissociation prior to reaction. In contrast, H<sub>2</sub> and N<sub>2</sub> gases do not dissociate prior to reaching the metal surface due to the fact that the effective charge of the gas ions is less than the total electron charge at the outermost electronic shell. The present results correlate linearly with the electrochemical series standard reduction potential as well as with the Pauling electronegativity for several metals."
167,https://ntrs.nasa.gov/citations/20230004147,2023-08-03,Ceramic Capacitor Grain Size Analysis Using Electron Backscatter Diffraction (EBSD),"The overall scope of this NESC study was to identify (or develop) a tool, methodology, or process that can inspect a ceramic capacitor and consistently return repeatable grain size distribution results. It is important to note that the development of a machine learning technique was considered as an option for this study, but only if an existing automated tool was not available. This report explains why the Electron Backscatter Diffraction analysis method for grain structure and size distribution was deemed a suitable candidate for this work."
168,https://ntrs.nasa.gov/citations/20230004193,2023-08-03,Optical Characteristics of Radiated Multifunctional Optical Materials,"The performance of optical and electronic materials, and devices are affected significantly in space due to exposure from high energy radiations. We have been investigating the effect of -ray radiations on multifunctional binary and ternary selenide and halide crystals. These materials have shown excellent performance for the wavelength conversion in MWIR and LWIR regions, acousto-optics, and great potential for radiation detection. Crystals with high Z materials such as thallium, mercury and lead based compounds have great potential for the development of a variety of devices and components suitable for space applications.  We will report on the characteristics of several halides including mercurous halides (Hg2X2, X= Cl, Br, I), Thallium mercury iodide (Tl4HgI4) and thallium arsenic selenide and thallium gallium selenide, and ternary selenides. These crystals, synthesized with high purity source materials, will be evaluated by studying optical characteristics and measuring resistivity after exposure to a 137Cs -ray source."
169,https://ntrs.nasa.gov/citations/20230004199,2023-08-03,"Human Factors Support for On-Orbit Servicing, Assembly and Manufacturing Mission 1 (OSAM-1)","The NASA Engineering and Safety Center (NESC) Human Factors Technical Discipline Team was requested by the Satellite Servicing Projects Division at Goddard Space Flight Center to provide support in assessing the design of the On-Orbit Servicing, Assembly and Manufacturing Mission 1 (OSAM-1) Mission Operations Center in light of concerns about overcrowding and potential for distractions, as well as assistance in creating a Human-Machine Interface style guide for OSAM-1 user interface design. This report contains the outcome of the NESC assessment."
170,https://ntrs.nasa.gov/citations/20230004211,2023-08-03,FUN3D Manual: 14.0.1,"This manual describes the installation and execution of FUN3D version 14.0,including optional dependent packages.  FUN3D is a suite of computational fluid dynamics simulation and design tools that uses mixed-element unstructured grids in a large number of formats, including structured multiblock and overset grid systems.  A discretely-exact adjoint solver may be used for for-mal design optimization, error estimation, and mesh adaptation.  FUN3D also offers a reacting, real-gas capability and provides GPU acceleration of many common simulation options."
171,https://ntrs.nasa.gov/citations/20230004343,2023-08-03,Parker Solar Probe Observations of High Plasma β Solar Wind From the Streamer Belt,"In general, slow solar wind from the streamer belt forms a high plasma β equatorial plasma sheet around the heliospheric current sheet (HCS) crossing, namely, the heliospheric plasma sheet (HPS). Current Parker Solar Probe (PSP) observations show that the HCS crossings near the Sun could be full or partial current sheet (PCS) crossings, and they share some common features but also have different properties. In this work, using the PSP observations from encounters 4–10, we identify streamer belt solar wind from enhancements in plasma β, and we further use electron pitch angle distributions to separate it into HPS solar wind around the full HCS crossings and PCS solar wind in the vicinity of PCS crossings. Based on our analysis, we find that the PCS solar wind has different characteristics as compared with HPS solar wind: (a) the PCS solar wind could be non-pressure-balanced structures rather than magnetic holes, and the total pressure enhancement mainly results from the less reduced magnetic pressure; (b) some of the PCS solar wind is mirror-unstable; and (c) the PCS solar wind is dominated by very low helium abundance but varied alpha–proton differential speed. We suggest that the PCS solar wind could originate from coronal loops deep inside the streamer belt, and it is pristine solar wind that still actively interacts with ambient solar wind; thus, it is valuable for further investigations of the heating and acceleration of slow solar wind."
172,https://ntrs.nasa.gov/citations/20230004376,2023-08-03,NASA Methodology for Physics of Failure-Based Reliability Assessments Handbook,"“At the intersection of mission, technology, and place is NASA’s need to modernize for a digital-forward future. Therefore, NASA’s Reliability & Maintainability (R&M) Enterprise Data Sharing team is working to leverage both Digitization and Digital Transformation to develop and share best practices and methodologies across NASA. One such cutting edge methodology is Physics of Failure. Therefore NASA OSMA's R&M office is developing a  Reliability Physics of Failure Handbook in order to keep our engineers current and on the cutting edge of analysis methodologies to help ensure NASA’s optimize and achieve continued success."""
